Code,Designation,Stock,Emplacement,Prix d'achat,Prix de vente HT,Prix de vente TTC,
ART0013828,APPAREIL LEVE VITRE AR D,0,,0.000,0.000,0.000,
247163,POMPE ESSENCE R5 *3TROU*,0,,35.228,44.035,52.401,
01-4138/4 0.50,JEUX DE COUSS B R19 /EXP /R11 *0.50*,-1,9B,21.000,29.400,34.986,
33811,MANO TEMP CLIO /MEGANE,0,,23.117,31.207,37.136,
4001328,SUPPORT B.V R9/SUP5/EXP,0,,13.600,19.040,22.657,
407032,MARMITTE AR R9,0,,39.468,51.308,61.056,
4535,CYLINDRE DE ROUE R9/EXP D,0,2,7.427,11.883,14.140,
ART0013827,LECHE GLACE AR D. ,0,,0.000,0.000,0.000,
562040,JEUX DE MACHOIR EXP /R19 *361450*,0,2**,34.449,46.506,55.342,
6164165,RETROVISEUR CLIO CHIPIE G,0,,41.904,56.570,67.318,
702256040,ELECTROVAN 1.9DCI TRAFIC II /MEGANE II,0,F**,85.250,115.087,136.953,
7700722303,PIGNON CONTEUR R9,0,,13.120,16.400,19.516,
PA1232,POMPE A EAU ,0,,68.442,92.396,109.951,
16250,CORP THERMOSTAT TCE,1,9C,83.854,167.708,199.572,
8200704394,TENDEUR DE CHAINE CLASSIC,0,,35.326,42.391,50.445,
88948,OPTIQUE CLIO III FACE I D *CROMEE*,0,DEPOT*,349.542,471.881,561.538,
C0176C,CABLE EMBRAYAGE R19,0,,10.986,16.479,19.610,
28528,SUPPORT B.V CLIO II /SYMBOL I *ALLUM*,0,4B,35.499,47.923,57.028,
P1-RSB46-YT,CACHE ANTIB SYMBOL II G,0,15**,23.201,31.321,37.271,
RCL50,CALANDRE SUP CLIO III 2009,0,,40.000,64.000,76.160,
F687,FILTRE GASOIL LAGUNA /MEGANE /MASTER /SAFRANE,0,1*,7.850,12.560,14.946,
43855,FEU AR MEGANE III D FIX,0,,97.981,132.274,157.406,
2209005,TRIANGLE R9 G,0,8D**,33.816,50.724,60.361,
255003 ,CAPTEUR ARBRE A CAM CLIO /KANGOO /MEGANE /DACIA NM,1,A2*,59.634,80.505,95.800,
ART0007635,PAREBOUE AR G ,-2,,0.000,0.000,0.000,
ART0007895,SUPPORT PARECHOC AR D .,-1,,24.300,32.805,39.037,
ART0008159,VITRE DE PORTE AR D  ,0,,0.000,0.000,0.000,
283004,AILE AV CORSA B G 93-00,0,,67.526,67.526,80.355,
5154,CAOUTCHOU DE BARRE CLIO III /CLIO 4,0,R13**,3.874,7.748,9.220,
07VI001,PARECHOC AV TRAFIC II *OPEL*,1,DP,134.000,180.900,215.271,
KD-8006A,BOBINE ALUMAGE CLIO /KANGOO,0,11A**,49.968,67.456,80.272,
CH7302A,JOINT CULASSE Q80 KANGOO,0,7C**,31.225,42.153,50.162,
7574003,ROTULE SUSP MEGANE II /CLIO 4 *AXE18*,1,3C2,15.123,20.416,24.295,
6342229,CACHE RETROVISEUR LAGUNA II D,0,15B*,35.490,47.911,57.014,
ART0010319,RONDELE SEMI ARB,0,,0.000,0.000,0.000,
WPK811,FILTRE HABITACLE MEGANE III,0,1**,14.671,19.805,23.567,
05P692,PATIN AV GOLF 5,0,,30.998,41.847,49.797,
1795K,PATIN AV POLO 7,0,,39.878,65.001,77.351,
03391,TRIANGLE CLIO 4 G,0,6E,60.875,82.181,97.795,
OS0315,PAREHUILE 42X54X6,0,A3**,8.941,12.070,14.363,
HU-SN53505M-FL,POIGNEE DE PORTE EXT AV QASHQAI J11 *CROMEE* G-D,2,8D1,67.693,91.385,108.748,
ART0012587,PARECHOC AR.,0,,0.000,0.000,0.000,
620229594R,PARECHOC AV KWID FACE I,1,DP,168.120,252.180,300.094,
ART0013130,CARDAN G.,0,,0.000,0.000,0.000,
30866,RADIATEUR TURBO CLIO III 1.5DCI,1,F**,212.663,287.095,341.643,
3674L,FEU DE JOUR CLIO 4 FACE I G *LED*,3,5A,57.955,102.000,121.380,
SYRN0602L,PORTE AR SYMBOL II G,1,DP,499.854,674.802,803.014,
ART0014182,PARECHOC AR CLASSIC AM ,0,,0.000,0.000,0.000,
ART0014447,6PK1970,0,,0.000,0.000,0.000,
55111A4RL,OPTIQUE KANGOO III D 2014----,0,,342.825,462.813,550.747,
143281,JOINT CULASSE Q75.80,0,7C**,26.730,36.085,42.941,
0813750030,JEUX DE SEGMENT Q89 *3X1.75X2.5*,1,11A,219.800,296.730,353.108,
3300005,THERMOSTAT 206,0,,41.871,41.871,49.826,
034516,APPAREIL M.GLACE AR D R21,0,,42.739,55.561,66.117,
19160199,CHARNIERE CAPOT CLIO NM G,0,,28.000,36.400,43.316,
11114,AMORTISSEUR AV R19 ,0,,81.491,105.938,126.066,
1322,ROULEMENT AMORTISSEUR R9/SUP5/EXP,0,,6.960,9.048,10.767,
17-0042,CARDAN R9/R11 D,0,,91.846,114.808,136.621,
2128,POIGNEE DE PORTE EXT CHIPIE G/D,0,,5.000,11.000,13.090,
24720,BIELLE DIRECTION MEGANE II ,0,5B*,19.710,29.565,35.182,
2950RAA 0.25,JEUX DE COUSS B R19 /EXP /R9 *0.25*,0,16D,21.341,44.602,53.076,
3382,SOUPAPE ECH 1.9TDI/DCI,4,11C,13.455,18.164,21.615,
4001335,SUPPORT B.V R21,0,,26.669,34.670,41.257,
407045,MARMITTE AR CLIO NM,-1,,39.912,51.886,61.744,
4537,CYLINDRE DE ROUE R9,2,3D,8.000,12.800,15.232,
507806,PAREHUILE 35X50X8,0,9,7.949,12.718,15.134,
5621005522R,AMORTISSEUR AR MEGANE III,0,,134.890,175.357,208.674,
6164166,RETROVISEUR CLIO CHIPIE G,-1,**,37.558,50.703,60.336,
702583700,PAREHUILE SOUPAPE Q8,-24,,0.660,1.188,1.413,
7700722963,BAGUETTE DE TOIE R9,0,,3.825,9.563,11.379,
7703044197,AGRAFFE DE VIS POIGNET CLIO,0,,5.733,7.453,8.869,
820,BAGUETTE DE PORTE AV CLIO CHIPIE D,0,,10.170,14.238,16.943,
224404659R,FIL BOUGIE CLIO CLASSIC /SYMBOL,1,FA,89.067,120.240,143.085,
88971,FEU AR CLIO III G 2005,1,BUREAU,223.636,301.908,359.270,
C0191C,CABLE EMBRAYAGE EXP /SUP5 /R9,0,,17.270,22.451,26.716,
29510,SUPPORT B.V CLIO /KANGOO *NOIR*,0,,29.405,38.227,45.490,
P1-RSB4S,PARECHOC AV SYMBOL II,-1,,103.970,145.558,173.214,
CL-09200,PARECHOC AV CLIO III  FACE II 2009,0,DP,303.866,410.219,488.160,
GA355.19,TENDEUR MASTER II/LAGUNA II/TRAFIC II 1.9DCI,0,3,98.800,158.080,188.115,
R6185/S,SOUPAPE ADM 1.5 DCI,8,11B,11.912,16.081,19.136,
7D0395,TAMBOUR AR CLIO /KANGOO,-4,3*,52.249,70.536,83.937,
301059,PATIN AV MEGANE III /DOKKER,0,2,47.950,64.732,77.031,
ART0007636,VITRE DE PORTE AV G BERLINGO,0,,0.000,0.000,0.000,
ART0007896,SUPPORT PARECHOC AR G .,-1,,24.300,32.805,39.037,
ART0008160,VITRE DE PORTE AR G  ,0,,0.000,0.000,0.000,
283003,AILE AV CORSA B D 93-00,0,,67.526,67.526,80.355,
ART0008694,PORTE AV CLIO 98 D,-1,,0.000,0.000,0.000,
07CL140P,PARECHOC AV SYMBOL II FACE II ,1,DP,119.307,161.064,191.666,
01337,PAREHUILE VILB 35X47X7 *1.5DCI/1.4ESS*,-1,A3*,7.111,9.599,11.422,
CV6314A,TETE CARDAN QASHQAI 1.6 /2.0DCI,1,6CF**,86.821,138.913,165.306,
202300,SUPPORT OPTIQUE MEGANE II FACE II  D,0,,18.709,72.965,86.828,
5290 0.25,JEUX DE COUSS L MASTER/TRAFIC/LAGUNA 2.2/2.5DCI 0.25,1,9B,69.000,138.000,164.220,
ART0010320,ECROU SEMI ARBERE,0,,0.000,0.000,0.000,
ART0010579,CARDAN MICRA K12,-1,,0.000,0.000,0.000,
MV6PK1100,COURROIE ALT 6PK1100,0,,21.457,28.966,34.469,
549801,CHEMISE PISTON Q80,0,13**,98.924,133.547,158.920,
03392,TRIANGLE CLIO 4 D,0,8B**,60.875,82.181,97.795,
200254,POULIE ARBR A CAM EXP /R19 /KANGOO,0,16E,48.925,66.048,78.597,
DA3004AL,POIGNEE DE PORTE EXT SYMBOL II / SANDERO II G,3,8E3,16.294,21.996,26.175,
ART0012588,FEU AV G,0,,0.000,0.000,0.000,
623105811R,CALANDRE KWID FACE I,1,BUREAU,116.460,174.690,207.881,
ART0013131,RADIATEUR CHAUFFAGE TRAFIC,0,,0.000,0.000,0.000,
30357,RADIATEUR TURBO LOGAN /DUSTER 1.5DCI,1,DP,277.074,374.049,445.118,
3674R,FEU DE JOUR CLIO 4 FACE I D *LED*,2,5B,75.486,101.906,121.268,
SYRN0305R,AILE AV SANDERO D,1,DP,129.391,174.677,207.865,
AD3227313P,RETROVISEUR AUDI A3 D,0,,311.905,311.905,371.166,
C28478,AMORTISSEUR AV SCENIC II ,0,,119.950,161.932,192.699,
750335,OPTIQUE SYMBOL II D,1,DP,133.825,180.663,214.988,
793839-00-4,JEUX DE SEGMENT Q69 *1.5X1.5X2.5* BOMBEE,1,11A,97.696,131.889,156.947,
532057110,POULIE TENDEUR ALT MEGANE II,1,15B,28.750,38.812,46.186,
7800171,RADIATEUR CLIMATISEUR CLIO /KANGOO /SYMBOL,1,DP,199.668,269.551,320.765,
034517,APPAREIL M.GLACE AR G R21,0,,44.511,57.864,68.858,
19160198,CHARNIERE CAPOT CLIO NM D,0,7E2**,36.776,49.647,59.079,
11122529R,BARILLET MAL AR SYMBOL II,0,,59.800,77.740,92.510,
ART0013826,SERRURE PORTE AR D,0,,0.000,0.000,0.000,
170050,CARDAN R21 DIESEL,0,,108.225,135.281,160.984,
214055,AMORTISSEUR AR CLIO CHIPIE,-2,,72.600,98.010,116.631,
247525,BOUCHON RESERVOIR CLIO 98,1,A5*,37.499,50.623,60.241,
2953,SUPPORT MOTEUR D CLIO AM,0,,13.920,19.488,23.190,
3383,SOUPAPE ADM CLIO 1.2I/CLASSIC 16V,0,11B,14.425,19.473,23.172,
4001340,SUPPORT MOTEUR EXP /SUP5 G,0,,13.802,20.703,24.636,
407075,MARMITTE AR KANGOO NM ESS,1,DEPOT,41.905,104.762,124.666,
KRN454,TETE CARDAN MASTER II 2.5DCI,0,,46.000,73.600,87.584,
507822,PAREHUILE VILB 80X100X8 1.5DCI /1.4ESS,2,A3**,25.909,34.977,41.622,
562103CH,JEUX DE DISQUE AV MEGANE II /DOKKER,0,,106.998,149.797,178.258,
6164172,RETROVISEUR R9 G,0,,31.378,40.791,48.541,
702605800,PAREHUILE SOUPAPE ESS Q7 *JEUX*,0,A5,15.968,21.556,25.651,
7700726440,TENDEUR DE CHAINE R9 DIESEL *PM*,0,,24.855,33.554,39.929,
7703062062,RONDEL CARTER *STD*,-37,A1,0.444,0.932,1.109,
82000175167,POMPE A VIDE CLIO /KANGOO /MEGANE II,0,,139.270,222.832,265.170,
8200713853,POMPE A EAU MEGANE III /FLUANCE /TWINGO,0,,1.000,2.000,2.380,
88972,FEU AR CLIO III D 2005,0,BUREAU,152.129,205.374,244.395,
C0192C,CABLE EMBRAYAGE CLIO CHIPIE,-1,,16.927,22.005,26.185,
34765,SILENTBLOC TRIANGLE CLIO CHIPIE,-4,,5.000,6.500,7.735,
P1-RSBW 2,RENFORT PARECHOC AV CLASSIC NM,0,,68.241,88.713,105.568,
RE-AX-0854,BIELLE DIRECTION CLIO /KANGOO,0,5B,15.730,20.449,24.334,
Kale294,RADIATEUR D'EAU SYMBOL II,-1,,175.938,263.907,314.049,
R6186/BM,SOUPAPE ECH 1.5 DCI,0,16A**,14.486,19.556,23.271,
7700428371X,PORTE RESERVOIR MEGANE/SCENIC AM,0,5A,16.000,24.000,28.560,
506019,POMPE A EAU EXP /R19 DIESEL,0,10A,62.717,84.667,100.753,
ART0007637,RETROVISEUR ELECTRIQUE D,-1,,0.000,0.000,0.000,
ART0007897,RENFORT PARECHOC AR .,-1,,63.000,85.050,101.209,
ART0008161,TRAIN AR ,0,,0.000,0.000,0.000,
4102124,GRILLE PARECHOC ASTRA ,0,,5.885,5.885,7.003,
ART0008695,ROULEMENT AR AVEO,-3,,0.000,0.000,0.000,
07KA002,PARECHOC AR KANGOO AM /NM,1,DP,79.985,121.577,144.676,
32281,FEU DE PLAQUE CLASSIC /CAMPUS II,0,16EB,14.526,19.610,23.335,
202410,TENDEUR DE CHAINE CLIO BBOA,1,15C,17.595,23.753,28.266,
202301,SUPPORT OPTIQUE MEGANE II FACE II  G,0,,18.709,72.965,86.828,
4346 0.25,JEUX DE COUSS B MASTER/TRAFIC 2.2/2.5DCI,0,9B,89.000,158.420,188.519,
261600977R,FEU RETROVISEUR SYMBOL II D,0,,68.000,83.640,99.531,
323183,RETROVISEUR CLIO II G *MANUEL*,0,,39.966,53.954,64.205,
GF-03300,PARECHOC AR GOLF 5,0,,142.931,192.956,229.617,
DF4381,JEUX DE DISQUE AV LOGAN /SYMBOL II,1,1,147.041,213.209,253.718,
03711,ROTULE SUSP MICRA K13,0,4D**,12.987,27.272,32.453,
200288,POULIE ARBR A CAM MEGANE II 1.9D,0,3**,29.712,68.337,81.321,
DA3004AR,POIGNEE DE PORTE EXT SYMBOL II / SANDERO II D,1,8E3,16.294,21.996,26.175,
ART0012589,FEU AV D,0,,0.000,0.000,0.000,
638403884R,PAREBOUE AV KWID D,1,DP,82.080,123.120,146.512,
DC2211,POULIE TENDEUR ALT MEGANE II,4,15C,21.358,32.037,38.124,
036098,EVAPORATEUR CLIMATISEUR CLIO /KANGOO,0,F**,215.792,291.319,346.669,
3450,FEU RETROVISEUR MEGANE 4 D *LED*,1,13A1,44.888,60.598,72.111,
SYRN0702L,PORTE AR SYMBOL I G,1,DP,518.854,700.452,833.537,
5599,CARDAN KANGOO G 1.5DCI,0,,207.998,280.797,334.148,
808777693RX,BAGUETTE DE PORTE AV CLIO 4 G *NOIR*,1,T**,47.748,64.459,76.706,
750345,OPTIQUE SYMBOL II G,1,DP,127.308,171.865,204.519,
G8173,AMORTISSEUR AV KANGOO III ,2,BUREAU,171.796,231.924,275.989,
GA355.97,TENDEUR ALT LAGUNA II ,1,15C,38.998,52.647,62.649,
CP0070,CABLE VITESSE C4,0,,92.380,92.380,109.932,
034550,APPAREIL M.GLACE AV D R9,0,,29.181,37.935,45.142,
10181912,SERRURE DE MAL AR *7700838546*,0,,17.934,26.901,32.012,
11122529R16,BARILLET MAL SYMBOL II,0,,59.801,80.731,96.069,
132537,MAITRE CYLINDRE  CLIO /KANGOO 2SOR,0,,74.500,96.850,115.251,
17-0051,CARDAN TRAFIC AM 23D,0,,106.224,138.091,164.328,
214100068R,RADIATEUR D'EAU MEGANE III /FLUANCE,0,,190.982,248.277,295.449,
247527,BOUCHON RESERVOIR CLIO AM,0,,21.638,28.129,33.473,
2962,SUPPORT MOTEUR TRAFIC AM,0,,22.981,29.875,35.551,
3384,SOUPAPE ECH CLIO 1.2I /CLASSIC 16V,0,11B,16.325,22.038,26.225,
4001342,SUPPORT MOTEUR G EXP /SUP 5 LATERAL,2,4B1,18.900,25.515,30.362,
407077,MARMITTE AR KANGOO AM DIESEL,1,DEPOT,40.502,101.255,120.493,
4541,CYLINDRE DE ROUE TRAFIC AM,0,2**,7.765,32.613,38.809,
508,SUPPORT MOTEUR MEGANE III,0,,38.449,49.984,59.480,
562107519R,AMORTISSEUR AR CLIO /SYMBOL,0,7A*,84.628,152.330,181.272,
6164173,RETROVISEUR CLIO II G *MANUEL*,1,,41.160,55.566,66.123,
703130600,PAREHUILE SOUPAPE 1.5DCI *JEUX*,-1,,4.904,16.183,19.257,
7700726598,BAGUE DIRECTION TRAFIC *GM*,0,,25.345,32.949,39.209,
7703062072,RONDEL INJECTEUR DCI,0,A1**,4.957,8.674,10.322,
8200019602,EMETEUR EMBRAYAGE LAGUNA II 1.9DCI,0,18D**,62.897,106.924,127.239,
8200726567,AMORTISSEUR AR TRAFIC II,0,,126.200,157.750,187.722,
890,CARDAN SUP5 /EXP G *301870*,0,,71.904,93.475,111.235,
C861,TENDEUR CLIMATISEUR CLIO,0,,19.000,28.500,33.915,
FHM525,MAITRE CYLINDRE EXP /R19 /SUP5,0,,59.503,77.353,92.050,
P1-RSBW3,RENFORT PARECHOC AV SYMBOL,-3,,72.658,94.455,112.401,
RE-AX-2097,BIELLE DIRECTION MASTER II,2,3A,34.250,46.237,55.022,
Kb655.26,KIT TOC AMORTISSEUR CLIO III G,2,FA,75.070,101.344,120.599,
TRW,HUILE FREIN TRW,-2,,7.998,10.797,12.848,
053621,CACHE ANTIB CLIO 98 G,0,15**,7.300,9.855,11.727,
4083,TRIANGLE QASHQAI J10 D,0,8C*,142.759,192.724,229.341,
ART0007638,FEU DE POSITION AV D ,-1,,13.125,17.718,21.084,
ART0007898,PARECHOC AR .,0,,129.018,129.018,153.531,
ART0008162,PNEAU,0,,0.000,0.000,0.000,
4102123,GRILLE PARECHOC ASTRA ,0,,5.885,5.885,7.003,
202241L,OPTIQUE KANGOO NM 2003 G *BLANC*,0,DEPOT,104.412,140.956,167.737,
0919001,CALANDRE R19,3,T**,19.985,29.977,35.672,
32376,RADIATEUR CHAUFFAGE DOKKER,1,FA,149.989,202.485,240.957,
11C561012B,FEU AR MICRA K13 FACE II D,-1,BUREAU,167.000,225.450,268.285,
161032,BAGUETTE DE PORTE AR MEGANE II FACE II G,-1,,16.515,22.295,26.531,
OP0325,JOINT CARTER MASTER 2.2/2.5DCI,1,7B**,18.256,29.209,34.758,
261653175R,FEU RETROVISEUR SYMBOL II G,0,,75.000,75.000,89.250,
C5048,CARDAN MEGANE II 1.5DCI/ESS D,-1,,177.000,238.950,284.350,
47234Z,ROTULE DIRECTION ESPACE III D,1,2E,19.249,28.873,34.358,
6401586,VER RETROVISEUR MICRA /DOKKER /DUSTER G,0,15C**,14.580,21.870,26.025,
03712,SILENTBLOC TRIANGLE MICRA *GM*,0,4D**,10.545,21.090,25.097,
200375,POULIE ARBR A CAM CLIO /MEGANE 1.4 16V ESS,1,16E,38.356,69.040,82.157,
N08ME008,AILE AV MEGANE II G,0,DP,54.886,74.096,88.174,
ART0012590,CAPTEUR.,-3,,0.000,0.000,0.000,
638415794R,PAREBOUE AV KWID G,1,DP,82.630,123.945,147.494,
18TC559,TRIANGLE MICRA K13 D,0,6E,76.998,103.947,123.696,
DI-157C,JEUX DE DISQUE AV QASHQAI J10 /JUKE *PM*,0,4,211.480,285.498,339.742,
3482,SUPPORT PARECHOC AV MEGANE 4 *KIT*,1,17**,12.999,17.548,20.882,
SYRN0805L,AILE AV FLUENCE G,1,DP,122.545,165.435,196.867,
ART0014185,CHAINE.,0,,0.000,0.000,0.000,
ART0014450,6PK1090,-1,,0.000,0.000,0.000,
4700686,ROTULE SUSP TOUT TYPE *D10*,0,2D,16.733,22.589,26.880,
HGD-701108,RADIATEUR D'EAU QASHQAI J11,1,DP,205.900,277.965,330.778,
405159,TENDEUR CLIMATISEUR CLIO II /SYMBOL /KANGOO ESS,5,15D,27.671,37.355,44.452,
LC171,CABLE EMBRAYAGE MEGANE AM,0,,43.111,43.111,51.302,
034551,APPAREIL M.GLACE AV G R9,0,,29.181,37.935,45.142,
10182412,BOUCHON RESERVOIR CLIO NM,-1,,15.992,22.389,26.642,
4102084,ROTULE DIRECTION QASHQAI J11 /KADJAR G,2,2A,27.900,39.060,46.481,
13282001,CARBURATEUR EXP /SUP5,-1,,233.695,292.119,347.621,
17-0074,CARDAN R19 G,-1,,92.846,116.058,138.109,
214100078R,RADIATEUR D'EAU SYMBOL II /DOKKER /CLIO 4,0,,195.000,263.250,313.267,
247530,BOUCHON RESERVOIR R19,0,,19.555,25.421,30.250,
2700021,SUPPORT B.V C3,0,,33.064,44.636,53.116,
33840,MANO DE CULASSE SYMBOL II /CLIO III /MEGANE II,1,A1**,24.824,33.512,39.879,
4001343,SUPPORT MOTEUR D EXP /SUP5,0,,24.992,32.490,38.663,
4072,SUPPORT B.V LAGUNA AM,1,4D3,35.314,47.673,56.730,
4545,CYLINDRE DE ROUE EXP,2,3D,14.927,20.151,23.979,
508462,PAREHUILE 85X105X8,2,A3**,23.499,31.723,37.750,
562107865R,AMORTISSEUR AR DOKKER,0,,150.297,202.900,241.451,
6164173X,RETROVISEUR CLIO G,-1,,24.792,39.667,47.203,
703141410,PATE A JOINT *REINZ*,14,**,11.845,15.990,19.028,
7700727166,COURROIE DE CHAINE *153D* 1.9I,0,3,115.872,156.427,186.148,
7703067184,AXE DE PORTE R4/R5,-4,,2.072,2.901,3.452,
G0952-0953,GUIDE SOUPAPE INERGIE *JEUX*,0,15D2,39.400,53.190,63.296,
8200732379,RADIATEUR D'EAU KANGOO DCI,0,,630.654,819.850,975.621,
8906,DURITE CHAUFFAGE CLIO /KANGOO *GM*,0,4F1,40.858,55.158,65.638,
C9YC,BOUIGIE,-10,,2.919,3.795,4.516,
FHW039,CYLINDRE DE ROUE EXP /SUP5 G,3,3D,17.176,24.046,28.614,
P111,FILTRE A AIR LAGUNA AM,3,1*,16.250,21.937,26.105,
RE-AX-4014,BIELLE DIRECTION CLASSIC /SYMBOL,4,3A,25.977,35.068,41.730,
Kb655.27,KIT TOC AMORTISSEUR CLIO III D,2,FA,82.750,111.712,132.937,
DG343,BAGUE VOLANT CLIO /SYMBOL,-1,,24.225,29.070,34.593,
8200137494,PLAGE AV MEGANE II *CENTRAL*,0,DEPOT,90.000,144.000,171.360,
4084,TRIANGLE QASHQAI J10 G,0,8C*,142.759,192.724,229.341,
ART0007639,SUPPORT PARECHOC AR G BERLINGO,-1,,0.000,0.000,0.000,
ART0007899,SPOILER PARECHOC AR ,0,,0.000,0.000,0.000,
ART0008163,PAREBOUE AV G  ,-2,,0.000,0.000,0.000,
4101244,MOULURE PARECHOC ASTRA,0,,26.781,26.781,31.869,
15152614256,CABLE.,0,2,44.860,60.561,72.067,
SYRN0303,MAL SANDERO II,1,DEPOT,507.755,685.469,815.708,
X5437801,JOINT CARTER CLIO BOMBEÉ 1.2,0,7B**,16.015,21.620,25.727,
11C562012B,FEU AR MICRA K13 FACE II G,0,*,167.098,225.582,268.442,
826818,KIT EMBRAYAGE JUKE /QASHQAI /SUNNY /DUSTER 1.6ESS,1,FA,239.998,323.997,385.556,
7700100967,PASTILLE BLOC MEGANE II 1.6 ESS,0,,0.000,0.000,0.000,
96904252,TRIANGLE MEGANE II G *AXE18*,0,8E*,0.000,0.000,0.000,
24-0536,POMPE A EAU R21/ESPACE DIESEL,0,,87.481,118.099,140.537,
47235Z,ROTULE DIRECTION ESPACE III G,1,2E,19.004,28.506,33.922,
7700302754,CHARNIERE CAPOT KANGOO  NM D,0,,91.140,123.039,146.416,
03713,SILENTBLOC TRIANGLE MICRA *PM*,0,R14**,10.413,20.826,24.782,
200402,POULIE ARBR A CAM CLIO /R19 /EXP /MEGANE II 1.9DCI,2,16E,34.583,57.407,68.314,
0090 ,SIGLE AV MEGANE III,0,10D3**,19.875,26.831,31.928,
ART0012591,SUPPORT PARECHOC AV MEGANE 4,0,,0.000,0.000,0.000,
010M3HNEA,MAL MICRA K13,1,DP,607.410,941.485,1120.367,
ART0013134,DURITE TURBO TRAFIC ,0,,0.000,0.000,0.000,
02037,COMMODO LUMIERE TRAFIC II,0,11E,30.821,41.608,49.513,
3510R,POIGNEE DE PORTE INT CLIO II D *TIGE*,-1,8E1,6.855,9.254,11.012,
ART0013925,AMORTISSEUR AR MEGANE 4,-2,,0.000,0.000,0.000,
ART0014186,49356765,-1,,0.000,0.000,0.000,
R8093/S,SOUPAPE ADM 1.5 DCI DACIA,0,11B,14.998,20.247,24.093,
C58696,AMORTISSEUR AV MICRA D,0,,124.652,168.280,200.253,
CR153000P,RADIATEUR D'EAU TWINGO,0,,341.998,341.998,406.977,
404156,SILENTBLOC TRAIN AR CLIO II /CLASSIC /SYMBOL,2,4E2,20.309,27.417,32.626,
22-1285-0,PATIN AV KWID FACE II,0,,0.000,0.000,0.000,
0350,SOUFFLET CREM R9/SUP5/EXP,-2,,2.401,4.081,4.856,
T010182509,POIGNEE DE CHAISE CLIO /R19 /R21,-11,,2.450,5.390,6.414,
1114103,ROTULE SUSP MEGANE III /FLUANCE,0,4E*,17.120,28.248,33.615,
132954,MAITRE CYLINDRE CLIO /KANGOO,0,,85.874,111.636,132.846,
17-0075,CARDAN R19 D,0,,92.648,115.810,137.813,
214107326R,RADIATEUR D'EAU SYMBOL II /SANDERO II /CAPTUR,0,DEPOT,240.000,295.200,351.288,
2477,TENDEUR ALT MEGANE/CLIO III,0,,108.429,140.958,167.740,
6207L,RETROVISEUR 207 G,0,,148.963,223.444,265.898,
3385,SOUPAPE ADM CLIO /R19 ENERGIE,4,11C,12.852,17.350,20.646,
4001348,SUPPORT B.VITESSE R25,0,,27.614,38.660,46.005,
4073,SUPPORT B.V CLIO /KANGOO NM *BIELLE*,-1,,23.062,32.286,38.420,
4546,APPAREIL M.GLACE AV D/G CLIO ELECT,-1,,77.472,108.461,129.068,
508470,PAREHUILE VILB 50X68X8 *1.9D*,1,A3**,14.489,19.560,23.276,
562109815R,AMORTISSEUR AR CLIO 4 *GAZ*,0,BUREAU,128.853,167.509,199.335,
6164228,RETROVISEUR MEGANE II G *MANUEL*,1,,66.811,108.901,129.592,
703703000,CORP PAPILLON CLIO II /III *8200285017*,1,F*,232.747,353.775,420.992,
7700732433,PRISE DIRECT R21 DIESEL,0,,204.699,266.109,316.669,
RFV1212,BUTEE EMBRAYAGE CLIO II,0,FA,20.998,28.347,33.732,
8200025248,INJECTEUR CLASSIC LB11,0,,56.129,72.968,86.831,
8200733836,POIGENT DE PORTE G SYMBOL*NOIR*,0,,15.114,28.717,34.173,
891,CARDAN SUP5 /EXP D *301867*,0,,71.904,93.475,111.235,
CAS56825,HUILE MOTEUR 5W30*CASTROL*,-1,14**,82.800,147.384,175.386,
FHW040,CYLINDRE DE ROUE EXP /SUP5 D,3,3D,17.176,24.046,28.614,
P2-AR-CL-5,PARECHOC AR CLIO CAMPUS ,0,DP,276.589,373.395,444.340,
RE-AX-8765,BIELLE DIRECTION DUSTER,0,5C**,20.254,30.381,36.153,
KB655.28,KIT TOC AMORTISSEUR SYMBOL II /DACIA,3,FA,37.734,50.940,60.618,
07314,RETROVISIEUR CLIO 2002 D ELECTRIQUE,0,,54.657,73.786,87.805,
8200412349,SUPPORT OPTIQUE MEGANE II D 2006---,0,,25.000,37.500,44.625,
V94705,SOUPAPE ADM CLIO /SYMBOL 16V,0,16A*,10.902,14.717,17.513,
ART0007640,SABOT PARECHOC AR BERLINGO,-1,,53.666,72.449,86.214,
ART0007900,SERCLE CROMEE AR D ,-1,,235.814,318.348,378.834,
ART0008164,PORTE AV BERLINGO D,0,,0.000,0.000,0.000,
4101243,MOULURE PARECHOC ASTRA,0,,13.338,13.338,15.872,
ART0008698,ROULEMENT SNR,-1,,0.000,0.000,0.000,
07PA006,PARECHOC AV PALIO,0,,63.180,85.293,101.498,
7700500180,BOUGIE MEGANE II /CLIO NM,8,FA,9.399,12.688,15.098,
10-1195,KIT ROULEMENT AR MASTER II *FC40096*,0,F*,74.851,101.048,120.247,
ART0009808,DURITE TURBO.,-1,,0.000,0.000,0.000,
5385,PATIN AV MASTER AM,1,12C,13.920,34.800,41.412,
4181001,PARECHOC AV ASTRA J,0,,229.125,309.318,368.088,
44757,OPTIQUE TWINGO II G 2012,0,DEPOT*,564.000,761.400,906.066,
ART0010845,POIGNEE DE PORTE SYMBOL I,-2,,0.000,0.000,0.000,
7700302753,CHARNIERE CAPOT KANGOO AM G,0,,74.768,100.936,120.113,
003714 ,BIELLE DIRECTION MICRA /SUNNY,0,3A,16.233,28.732,34.191,
